-481,-122,0
-477,-130,0
-473,-137,0
-469,-143,0
-465,-148,0
-461,-152,0
-457,-155,0
-453,-157,0
-449,-158,0
-445,-158,0
-441,-157,0
-437,-155,0
-433,-152,0
-429,-148,0
-425,-143,0
-421,-137,0
-417,-130,0
-413,-122,0
-409,-113,0
-405,-103,0
-401,-93,1
-397,-102,0
-393,-110,0
-389,-117,0
-385,-123,0
-381,-128,0
-377,-132,0
-373,-135,0
-369,-137,0
-365,-138,0
-361,-138,0
-357,-137,0
-353,-135,0
-349,-132,0
-345,-128,0
-341,-123,0
-337,-117,0
-333,-110,0
-329,-102,0
-325,-93,1
-321,-102,0
-317,-110,0
-313,-117,0
-309,-123,0
-305,-128,0
-301,-132,0
-297,-135,0
-293,-137,0
-289,-138,0
-285,-138,0
-281,-137,0
-277,-135,0
-273,-132,0
-269,-128,0
-265,-123,0
-261,-117,0
-257,-110,0
-253,-102,0
-249,-93,1
-245,-102,0
-241,-110,0
-237,-117,0
-233,-123,0
-229,-128,0
-225,-132,0
-221,-135,0
-217,-137,0
-213,-138,0
-209,-138,0
-205,-137,0
-201,-135,0
-197,-132,0
-193,-128,0
-189,-123,0
-185,-117,0
-181,-110,0
-177,-102,0
-173,-93,1
-169,-102,0
-165,-110,0
-161,-117,0
-157,-123,0
-153,-128,0
-149,-132,0
-145,-135,0
-141,-137,0
-137,-138,0
-133,-138,0
-129,-137,0
-125,-135,0
-121,-132,0
-117,-128,0
-113,-123,0
-109,-117,0
-105,-110,0
-101,-102,0
-97,-93,1
-93,-102,0
-89,-110,0
-85,-117,0
-81,-123,0
-77,-128,0
-73,-132,0
-69,-135,0
-65,-137,0
-61,-138,0
-57,-138,0
-53,-137,0
-49,-135,0
-45,-132,0
-41,-128,0
-37,-123,0
-33,-117,0
-29,-110,0
-25,-102,0
-21,-93,1
-17,-102,0
-13,-110,0
-9,-117,0
-5,-123,0
-1,-128,0
3,-132,0
7,-135,0
11,-137,0
15,-138,0
19,-138,0
23,-137,0
27,-135,0
31,-132,0
35,-128,0
39,-123,0
43,-117,0
47,-110,0
51,-102,0
55,-93,1
59,-102,0
-81.0,-120,0
-77.0,-127,0
-73.0,-133,0
-69.0,-138,0
-65.0,-142,0
-61.0,-145,0
-57.0,-147,0
-53.0,-148,0
-49.0,-148,0
-45.0,-147,0
-41.0,-145,0
-37.0,-142,0
-33.0,-138,0
-29.0,-133,0
-25.0,-127,0
-21.0,-120,0
-17.0,-112,0
-13.0,-103,0
-9.0,-93,1
-5.0,-102,0
-1.0,-110,0
3.0,-117,0
7.0,-123,0
11.0,-128,0
15.0,-132,0
19.0,-135,0
23.0,-137,0
27.0,-138,0
31.0,-138,0
35.0,-137,0
39.0,-135,0
43.0,-132,0
47.0,-128,0
51.0,-123,0
55.0,-117,0
59.0,-110,0
-87,-58,1
-83,-67,1
-79,-76,1
-75,-85,1
-71,-94,1
-67,-103,0
-63,-111,0
-59,-118,0
-55,-124,0
-51,-129,0
-47,-133,0
-43,-136,0
-39,-138,0
-35,-139,0
-31,-139,0
-27,-138,0
-23,-136,0
-19,-133,0
-15,-129,0
-11,-124,0
-7,-118,0
-3,-111,0
1,-103,0
5,-94,1
9,-103,0
13,-111,0
17,-118,0
21,-124,0
25,-129,0
29,-133,0
33,-136,0
37,-138,0
41,-139,0
45,-139,0
49,-138,0
53,-136,0
57,-133,0
-83,-131,0
-79,-126,0
-75,-120,0
-71,-113,0
-67,-105,0
-63,-96,1
-59,-105,0
-55,-113,0
-51,-120,0
-47,-126,0
-43,-131,0
-39,-135,0
-35,-138,0
-31,-140,0
-27,-141,0
-23,-141,0
-19,-140,0
-15,-138,0
-11,-135,0
-7,-131,0
-3,-126,0
1,-120,0
5,-113,0
9,-105,0
13,-96,1
17,-105,0
21,-113,0
25,-120,0
29,-126,0
33,-131,0
37,-135,0
41,-138,0
45,-140,0
49,-141,0
53,-141,0
57,-140,0
-91,-140,0
-87,-137,0
-83,-133,0
-79,-128,0
-75,-122,0
-71,-115,0
-67,-107,0
-63,-98,1
-59,-107,0
-55,-115,0
-51,-122,0
-47,-128,0
-43,-133,0
-39,-137,0
-35,-140,0
-31,-142,0
-27,-143,0
-23,-143,0
-19,-142,0
-15,-140,0
-11,-137,0
-7,-133,0
-3,-128,0
1,-122,0
5,-115,0
9,-107,0
13,-98,1
17,-107,0
21,-115,0
25,-122,0
29,-128,0
33,-133,0
37,-137,0
41,-140,0
45,-142,0
49,-143,0
53,-143,0
57,-142,0
-83,-119,0
-79,-116,0
-75,-112,0
-71,-107,0
-67,-101,0
-63,-94,1
-59,-103,0
-55,-111,0
-51,-118,0
-47,-124,0
-43,-129,0
-39,-133,0
-35,-136,0
-31,-138,0
-27,-139,0
-23,-139,0
-19,-138,0
-15,-136,0
-11,-133,0
-7,-129,0
-3,-124,0
1,-118,0
5,-111,0
9,-103,0
13,-94,1
17,-103,0
21,-111,0
25,-118,0
29,-124,0
33,-129,0
37,-133,0
41,-136,0
45,-138,0
49,-139,0
53,-139,0
57,-138,0
-91,-117,0
-87,-114,0
-83,-110,0
-79,-105,0
-75,-99,1
-71,-108,0
-67,-116,0
-63,-123,0
-59,-129,0
-55,-134,0
-51,-138,0
-47,-141,0
-43,-143,0
-39,-144,0
-35,-144,0
-31,-143,0
-27,-141,0
-23,-138,0
-19,-134,0
-15,-129,0
-11,-123,0
-7,-116,0
-3,-108,0
1,-99,1
5,-108,0
9,-116,0
13,-123,0
17,-129,0
21,-134,0
25,-138,0
29,-141,0
33,-143,0
37,-144,0
41,-144,0
45,-143,0
49,-141,0
53,-138,0
57,-134,0
-83,-134,0
-79,-128,0
-75,-121,0
-71,-113,0
-67,-104,0
-63,-94,1
-59,-103,0
-55,-111,0
-51,-118,0
-47,-124,0
-43,-129,0
-39,-133,0
-35,-136,0
-31,-138,0
-27,-139,0
-23,-139,0
-19,-138,0
-15,-136,0
-11,-133,0
-7,-129,0
-3,-124,0
1,-118,0
5,-111,0
9,-103,0
13,-94,1
17,-103,0
21,-111,0
25,-118,0
29,-124,0
33,-129,0
37,-133,0
41,-136,0
45,-138,0
49,-139,0
53,-139,0
57,-138,0
-91,-207,0
-87,-204,0
-83,-200,0
-79,-195,0
-75,-189,0
-71,-182,0
-67,-174,0
-63,-165,0
-59,-155,0
-55,-145,0
-51,-135,0
-47,-125,0
-43,-115,0
-39,-105,0
-35,-95,1
-31,-104,0
-27,-112,0
-23,-119,0
-19,-125,0
-15,-130,0
-11,-134,0
-7,-137,0
-3,-139,0
1,-140,0
5,-140,0
9,-139,0
13,-137,0
17,-134,0
21,-130,0
25,-125,0
29,-119,0
33,-112,0
37,-104,0
41,-95,1
45,-104,0
49,-112,0
53,-119,0
57,-125,0
-83,-98,1
-79,-107,0
-75,-115,0
-71,-122,0
-67,-128,0
-63,-133,0
-59,-137,0
-55,-140,0
-51,-142,0
-47,-143,0
-43,-143,0
-39,-142,0
-35,-140,0
-31,-137,0
-27,-133,0
-23,-128,0
-19,-122,0
-15,-115,0
-11,-107,0
-7,-98,1
-3,-107,0
1,-115,0
5,-122,0
9,-128,0
13,-133,0
17,-137,0
21,-140,0
25,-142,0
29,-143,0
33,-143,0
37,-142,0
41,-140,0
45,-137,0
49,-133,0
53,-128,0
57,-122,0
-91,-82,1
-87,-91,1
-83,-100,0
-79,-108,0
-75,-115,0
-71,-121,0
-67,-126,0
-63,-130,0
-59,-133,0
-55,-135,0
-51,-136,0
-47,-136,0
-43,-135,0
-39,-133,0
-35,-130,0
-31,-126,0
-27,-121,0
-23,-115,0
-19,-108,0
-15,-100,0
-11,-91,1
-7,-100,0
-3,-108,0
1,-115,0
5,-121,0
9,-126,0
13,-130,0
17,-133,0
21,-135,0
25,-136,0
29,-136,0
33,-135,0
37,-133,0
41,-130,0
45,-126,0
49,-121,0
53,-115,0
57,-108,0
-83,-91,1
-79,-100,0
-75,-108,0
-71,-115,0
-67,-121,0
-63,-126,0
-59,-130,0
-55,-133,0
-51,-135,0
-47,-136,0
-43,-136,0
-39,-135,0
-35,-133,0
-31,-130,0
-27,-126,0
-23,-121,0
-19,-115,0
-15,-108,0
-11,-100,0
-7,-91,1
-3,-100,0
1,-108,0
5,-115,0
9,-121,0
13,-126,0
17,-130,0
21,-133,0
25,-135,0
29,-136,0
33,-136,0
37,-135,0
41,-133,0
45,-130,0
49,-126,0
53,-121,0
57,-115,0
-91,-180,0
-87,-172,0
-83,-163,0
-79,-153,0
-75,-143,0
-71,-133,0
-67,-123,0
-63,-113,0
-59,-103,0
-55,-93,1
-51,-102,0
-47,-110,0
-43,-117,0
-39,-123,0
-35,-128,0
-31,-132,0
-27,-135,0
-23,-137,0
-19,-138,0
-15,-138,0
-11,-137,0
-7,-135,0
-3,-132,0
1,-128,0
5,-123,0
9,-117,0
13,-110,0
17,-102,0
21,-93,1
25,-102,0
29,-110,0
33,-117,0
37,-123,0
41,-128,0
45,-132,0
49,-135,0
53,-137,0
57,-138,0
-83,-123,0
-79,-122,0
-75,-120,0
-71,-117,0
-67,-113,0
-63,-108,0
-59,-102,0
-55,-95,1
-51,-104,0
-47,-112,0
-43,-119,0
-39,-125,0
-35,-130,0
-31,-134,0
-27,-137,0
-23,-139,0
-19,-140,0
-15,-140,0
-11,-139,0
-7,-137,0
-3,-134,0
1,-130,0
5,-125,0
9,-119,0
13,-112,0
17,-104,0
21,-95,1
25,-104,0
29,-112,0
33,-119,0
37,-125,0
41,-130,0
45,-134,0
49,-137,0
53,-139,0
57,-140,0
-91,-156,0
-87,-155,0
-83,-153,0
-79,-150,0
-75,-146,0
-71,-141,0
-67,-135,0
-63,-128,0
-59,-120,0
-55,-111,0
-51,-101,0
-47,-91,1
-43,-100,0
-39,-108,0
-35,-115,0
-31,-121,0
-27,-126,0
-23,-130,0
-19,-133,0
-15,-135,0
-11,-136,0
-7,-136,0
-3,-135,0
1,-133,0
5,-130,0
9,-126,0
13,-121,0
17,-115,0
21,-108,0
25,-100,0
29,-91,1
33,-100,0
37,-108,0
41,-115,0
45,-121,0
49,-126,0
53,-130,0
57,-133,0
-83,-110,0
-79,-111,0
-75,-111,0
-71,-110,0
-67,-108,0
-63,-105,0
-59,-101,0
-55,-96,1
-51,-105,0
-47,-113,0
-43,-120,0
-39,-126,0
-35,-131,0
-31,-135,0
-27,-138,0
-23,-140,0
-19,-141,0
-15,-141,0
-11,-140,0
-7,-138,0
-3,-135,0
1,-131,0
5,-126,0
9,-120,0
13,-113,0
17,-105,0
21,-96,1
25,-105,0
29,-113,0
33,-120,0
37,-126,0
41,-131,0
45,-135,0
49,-138,0
53,-140,0
57,-141,0
-91,-161,0
-87,-160,0
-83,-158,0
-79,-155,0
-75,-151,0
-71,-146,0
-67,-140,0
-63,-133,0
-59,-125,0
-55,-116,0
